player,team_name,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90
Stiven Plaza,Otelul-Galati,ec ECU,FW,26,1,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ștefan Teodor Farcaș,Otelul-Galati,ro ROU,DF,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Bogaciuc,Otelul-Galati,md MDA,DF,25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valerio Gallo,Otelul-Galati,ro ROU,DF,20,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maksym Kovalov,Otelul-Galati,ua UKR,GK,24,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constantin Mitulețu,Otelul-Galati,ro ROU,DF,21,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ionuț Neagu,Otelul-Galati,ro ROU,MF,35,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakob Novak,Otelul-Galati,si SVN,MF,27,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
François Yabré,Otelul-Galati,bf BFA,DF,33,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alin Roman,Politehnica-Iasi,ro ROU,MF,31,32,31,"2,567",28,4,7,11,4,0,1,2,0,0,0,0,0,0
Jesús,Politehnica-Iasi,es ESP,GK,36,30,30,"2,700",30,0,0,0,0,0,0,1,0,0,0,0,0,0
Mihai Bordeianu,Politehnica-Iasi,ro ROU,MF,33,28,28,"2,449",27,5,0,5,4,1,1,11,1,0,0,0,0,0
Nicolás Samayoa,Politehnica-Iasi,gt GUA,DF,29,28,28,"2,435",27,1,0,1,1,0,0,9,0,0,0,0,0,0
Guilherme Araújo Soares,Politehnica-Iasi,pt POR,DF,24,26,26,"2,236",24,3,2,5,3,0,0,3,1,0,0,0,0,0
Rareș Ispas,Politehnica-Iasi,ro ROU,DF,24,23,21,"1,880",20,0,2,2,0,0,0,7,0,0,0,0,0,0
Samuel Oum Gouet,Politehnica-Iasi,cm CMR,MF,27,25,20,"1,685",18,1,0,1,1,0,0,0,0,0,0,0,0,0
Andrei Gheorghiță,Politehnica-Iasi,ro ROU,"MF,FW",22,21,17,"1,434",15,3,3,6,3,0,0,5,1,0,0,0,0,0
Stefan Stefanovici,Politehnica-Iasi,ro ROU,MF,23,27,15,"1,415",15,2,0,2,2,0,0,0,0,0,0,0,0,0
Tailson,Politehnica-Iasi,br BRA,"MF,FW",26,28,15,"1,404",15,3,0,3,3,0,0,3,0,0,0,0,0,0
Florian Kamberi,Politehnica-Iasi,ch SUI,FW,30,16,15,"1,292",14,2,1,3,2,0,0,1,1,0,0,0,0,0
Julián Marchioni,Politehnica-Iasi,ar ARG,MF,32,21,13,"1,108",12,2,0,2,2,0,0,1,0,0,0,0,0,0
Todor Todoroski,Politehnica-Iasi,mk MKD,DF,26,13,13,"1,041",11,0,1,1,0,0,0,2,0,0,0,0,0,0
Valentin Gheorghe,Politehnica-Iasi,ro ROU,"MF,FW",28,21,13,"1,024",11,0,1,1,0,0,0,2,0,0,0,0,0,0
David Atanasovski,Politehnica-Iasi,mk MKD,DF,28,14,11,994,11,0,0,0,0,0,0,2,0,0,0,0,0,0
Claudio Silva,Politehnica-Iasi,de GER,DF,24,15,11,975,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin Ilie,Politehnica-Iasi,ro ROU,DF,32,12,9,794,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Sékou Camara,Politehnica-Iasi,gn GUI,FW,27,8,7,581,6,3,0,3,3,0,0,0,1,0,0,0,0,0
Umar Mohammed,Politehnica-Iasi,gh GHA,DF,22,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0
Adama Diakhaby,Politehnica-Iasi,fr FRA,MF,28,6,5,313,3,0,2,2,0,0,0,1,0,0,0,0,0,0
Mihai Adăscăliței,Politehnica-Iasi,ro ROU,"DF,MF",30,10,4,575,6,0,0,0,0,0,0,2,0,0,0,0,0,0
Shayon Harrison,Politehnica-Iasi,eng ENG,FW,27,14,4,427,4,0,1,1,0,0,0,1,0,0,0,0,0,0
Robert Miskovic,Politehnica-Iasi,de GER,MF,25,11,2,356,4,0,0,0,0,0,0,1,0,0,0,0,0,0
Xhuliano Skuka,Politehnica-Iasi,al ALB,"MF,FW",26,6,2,275,3,1,0,1,0,1,1,1,0,0,0,0,0,0
Gonçalo Teixeira,Politehnica-Iasi,pt POR,MF,25,9,2,235,2,2,0,2,2,0,0,0,0,0,0,0,0,0
Ionut Ailenei,Politehnica-Iasi,ro ROU,GK,24,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cătălin Mihai Itu,Politehnica-Iasi,ro ROU,MF,25,6,1,261,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Matei Tanasă,Politehnica-Iasi,ro ROU,MF,19,3,1,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Billel Omrani,Politehnica-Iasi,dz ALG,FW,31,3,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Luca Mihai,Politehnica-Iasi,ro ROU,MF,21,2,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cătălin Creţ,Politehnica-Iasi,ro ROU,DF,25,2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Popa,Politehnica-Iasi,ro ROU,FW,18,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dudu Nardini,Politehnica-Iasi,br BRA,MF,27,4,0,27,0,0,1,1,0,0,0,0,0,0,3,3,0,3
Denis-Andrei Ciobanu,Politehnica-Iasi,ro ROU,MF,20,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Bordusanu,Politehnica-Iasi,ro ROU,MF,20,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matija Boben,Politehnica-Iasi,si SVN,DF,31,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vlad Ilie,Politehnica-Iasi,ro ROU,MF,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toma Marinică Niga,Politehnica-Iasi,ro ROU,GK,27,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romario Moise,Politehnica-Iasi,ro ROU,MF,28,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Miron,Botosani,ro ROU,DF,30,28,26,"2,335",25,0,1,1,0,0,0,6,1,0,0,0,0,0
Aldaír Ferreira,Botosani,ao ANG,MF,27,31,26,"2,334",25,3,0,3,3,0,0,5,0,0,0,0,0,0
Adams Friday,Botosani,ng NGA,"DF,MF",22,23,22,"1,840",20,1,1,2,1,0,0,1,2,0,0,0,0,0
Giannis Anestis,Botosani,gr GRE,GK,34,21,21,"1,890",21,0,0,0,0,0,0,2,0,0,0,0,0,0
Michael Pavlovič,Botosani,si SVN,DF,23,23,21,"1,889",21,1,1,2,1,0,0,2,0,0,0,0,0,0
Marian Chică-Roșă,Botosani,ro ROU,FW,26,27,21,"1,667",18,6,2,8,6,0,0,8,0,0,0,0,0,0
Hervin Ongenda,Botosani,fr FRA,"MF,FW",29,22,20,"1,624",18,1,2,3,1,0,0,4,0,0,0,0,0,0
Stefan Bodisteanu,Botosani,md MDA,"MF,FW",22,29,20,"1,551",17,2,4,6,2,0,0,4,0,0,0,0,0,0
Patricio Matricardi,Botosani,ar ARG,DF,31,23,19,"1,709",19,0,0,0,0,0,0,4,0,0,0,0,0,0
Rijad Sadiku,Botosani,ba BIH,DF,25,21,18,"1,520",16,1,0,1,1,0,0,3,1,0,0,0,0,0
Eduard Florescu,Botosani,ro ROU,MF,27,20,15,"1,300",14,1,1,2,0,1,1,2,0,0,0,0,0,0
Alexandru Țigănașu,Botosani,ro ROU,"DF,MF",34,15,13,"1,166",13,0,0,0,0,0,0,2,0,0,0,0,0,0
Enzo López,Botosani,ar ARG,FW,27,24,10,"1,120",12,4,0,4,4,0,0,0,0,0,0,0,0,0
Zoran Mitrov,Botosani,ro ROU,MF,23,24,10,"1,036",11,6,2,8,6,0,0,6,0,0,0,0,0,0
Enriko Papa,Botosani,al ALB,MF,32,11,10,698,7,1,0,1,1,0,0,4,0,0,0,0,0,0
Francisco Júnior,Botosani,gw GNB,MF,33,11,9,720,8,0,1,1,0,0,0,2,0,0,0,0,0,0
David Gabriel,Botosani,ro ROU,"MF,DF",22,15,9,715,7,0,1,1,0,0,0,2,0,0,0,0,0,0
George Cîmpanu,Botosani,ro ROU,MF,24,11,9,687,7,0,0,0,0,0,0,1,0,0,0,0,0,0
Charles Petro,Botosani,mw MWI,"MF,DF",24,16,8,798,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduard Pap,Botosani,ro ROU,GK,30,7,7,630,7,0,0,0,0,0,0,3,0,0,0,0,0,0
ALex Salomón,Botosani,es ESP,"MF,DF",29,14,6,672,7,1,0,1,1,0,0,3,0,0,0,0,0,0
Alin Șeroni,Botosani,ro ROU,DF,38,12,6,525,5,1,0,1,1,0,0,5,1,0,0,0,0,0
Lóránd Fülöp,Botosani,ro ROU,"FW,MF",27,15,5,504,5,1,0,1,1,0,0,1,0,0,0,0,0,0
Paul Iacob,Botosani,ro ROU,DF,28,5,4,377,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Luka Kukic,Botosani,ba BIH,GK,28,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0
Jaly Mouaddib,Botosani,fr FRA,MF,24,23,3,630,7,1,3,4,1,0,0,4,0,0,0,0,0,0
Juan Cruz Kaprof,Botosani,ar ARG,MF,30,10,3,318,3,0,1,1,0,0,0,2,0,0,0,0,0,0
Robert Filip,Botosani,ro ROU,MF,23,6,2,289,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Sebastian Mailat,Botosani,ro ROU,MF,27,2,2,143,1,1,0,1,1,0,0,1,0,0,0,0,0,0
Daniel Celea,Botosani,ro ROU,DF,29,5,1,202,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Stefan Panoiu,Botosani,ro ROU,MF,22,5,1,201,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapi Romano,Botosani,ar ARG,MF,26,3,1,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Romario Benzar,Botosani,ro ROU,"DF,MF",33,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denis Șerban,Botosani,ro ROU,FW,18,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alin Ciobanu,Botosani,ro ROU,GK,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narcis Ilaș,Botosani,ro ROU,DF,18,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christ Nkama Afalna,Unirea-Slobozia,cm CMR,"MF,FW",26,31,29,"2,488",27,1,1,2,1,0,0,6,0,0,0,0,0,0
Denis Rusu,Unirea-Slobozia,md MDA,GK,34,27,27,"2,430",27,0,0,0,0,0,0,1,0,0,0,0,0,0
Marius Paul Antoche,Unirea-Slobozia,ro ROU,DF,32,26,26,"2,340",26,0,1,1,0,0,0,6,0,0,0,0,0,0
Ovidiu Perianu,Unirea-Slobozia,ro ROU,MF,22,27,25,"2,156",24,2,1,3,2,0,0,2,0,0,0,0,0,0
Florin Purece,Unirea-Slobozia,ro ROU,MF,33,29,24,"1,668",18,2,5,7,1,1,1,3,0,0,0,0,0,0
Dmytro Pospielov,Unirea-Slobozia,ua UKR,DF,33,23,23,"2,070",23,6,1,7,4,2,2,5,0,0,0,0,0,0
Ionuţ Coadă,Unirea-Slobozia,ro ROU,MF,27,26,21,"1,795",19,1,0,1,1,0,0,5,0,0,0,0,0,0
Jordan Gele,Unirea-Slobozia,fr FRA,FW,32,24,20,"1,757",19,5,3,8,5,0,0,4,1,0,0,0,0,0
Adnan Aganović,Unirea-Slobozia,hr CRO,MF,37,27,20,"1,533",17,0,1,1,0,0,0,3,0,0,0,0,0,0
Daniel Şerbănică,Unirea-Slobozia,ro ROU,DF,28,23,17,"1,555",17,2,1,3,2,0,0,0,0,0,0,0,0,0
Paolo Medina,Unirea-Slobozia,mx MEX,DF,25,19,15,"1,399",15,0,0,0,0,0,0,4,0,0,0,0,0,0
Constantin Toma,Unirea-Slobozia,ro ROU,DF,38,21,14,"1,228",13,1,1,2,1,0,2,5,0,0,0,0,0,0
Andrei Cristian Dorobanțu,Unirea-Slobozia,ro ROU,DF,20,16,12,"1,093",12,1,0,1,1,0,0,1,0,0,0,0,0,0
Sékou Camara,Unirea-Slobozia,gn GUI,"MF,FW",27,20,9,915,10,0,2,2,0,0,0,3,0,0,0,0,0,0
Alexandru Ionuț Dinu,Unirea-Slobozia,ro ROU,DF,26,15,9,895,9,1,0,1,1,0,0,3,1,0,0,0,0,0
Ariel López,Unirea-Slobozia,uy URU,MF,29,8,8,711,7,0,0,0,0,0,0,3,0,0,0,0,0,0
Dmytro Yusov,Unirea-Slobozia,ua UKR,"FW,MF",31,17,7,724,8,1,0,1,1,0,0,0,0,0,0,0,0,0
Florinel Valentin Ibrian,Unirea-Slobozia,ro ROU,DF,31,9,7,651,7,3,0,3,3,0,0,1,0,0,0,0,0,0
Laurențiu Vlăsceanu,Unirea-Slobozia,ro ROU,MF,19,17,6,628,7,1,1,2,1,0,0,1,0,0,0,0,0,0
Filip Blažek,Unirea-Slobozia,sk SVK,DF,27,7,6,534,5,1,0,1,1,0,0,0,0,0,0,0,0,0
Stefan Cristinel Pacionel,Unirea-Slobozia,ro ROU,MF,26,13,5,527,5,0,0,0,0,0,0,3,0,0,0,0,0,0
Marius Lupu,Unirea-Slobozia,ro ROU,MF,25,11,5,520,5,0,1,1,0,0,0,1,0,0,0,0,0,0
Stefan Krell,Unirea-Slobozia,at AUT,GK,32,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Bărbuț,Unirea-Slobozia,ro ROU,MF,29,11,4,399,4,0,1,1,0,0,0,1,0,0,0,0,0,0
Rassambek Akhmatov,Unirea-Slobozia,fr FRA,MF,28,5,3,346,3,0,0,0,0,0,0,3,1,0,0,0,0,0
Petru Neagu,Unirea-Slobozia,md MDA,MF,25,7,2,261,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip Ilie,Unirea-Slobozia,ro ROU,FW,22,19,1,286,3,1,0,1,1,0,0,0,0,0,0,0,0,0
Jakub Vojtuš,Unirea-Slobozia,sk SVK,FW,31,4,1,190,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Lazăr,Unirea-Slobozia,ro ROU,DF,33,2,1,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ștefan Georgescu,Unirea-Slobozia,ro ROU,GK,23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mihaita Lemnaru,Unirea-Slobozia,ro ROU,MF,24,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Ciranni,SCM-Gloria-Buzau,be BEL,DF,28,22,22,"1,980",22,0,2,2,0,0,0,2,0,0,0,0,0,0
Constantin Albu,SCM-Gloria-Buzau,ro ROU,MF,24,22,22,"1,787",19,0,0,0,0,0,0,5,0,0,0,0,0,0
David Tavares,SCM-Gloria-Buzau,cv CPV,MF,26,25,20,"1,862",20,1,2,3,1,0,0,5,0,0,0,0,0,0
Grigore Ioan Turda,SCM-Gloria-Buzau,ro ROU,DF,27,26,18,"1,665",18,0,0,0,0,0,0,4,0,0,0,0,0,0
Diego Ferraresso,SCM-Gloria-Buzau,br BRA,DF,32,22,18,"1,653",18,0,0,0,0,0,0,3,0,0,0,0,0,0
David Lazar,SCM-Gloria-Buzau,ro ROU,GK,33,18,18,"1,620",18,0,0,0,0,0,0,1,0,0,0,0,0,0
Mike Cestor,SCM-Gloria-Buzau,,DF,32,19,18,"1,471",16,1,1,2,1,0,0,4,0,0,0,0,0,0
Alexandru Ișfan,SCM-Gloria-Buzau,ro ROU,"MF,FW",25,24,18,"1,440",16,2,1,3,2,0,0,2,0,0,0,0,0,0
Constantin Budescu,SCM-Gloria-Buzau,ro ROU,"MF,FW",36,23,17,"1,539",17,5,1,6,3,2,2,3,0,0,0,0,0,0
Ricardo Matos,SCM-Gloria-Buzau,pt POR,FW,25,22,15,"1,399",15,6,0,6,5,1,1,3,0,0,0,0,0,0
Alexandru Jipa,SCM-Gloria-Buzau,ro ROU,"MF,FW",23,20,14,"1,025",11,3,2,5,3,0,0,1,0,0,0,0,0,0
Denis Dumitrașcu,SCM-Gloria-Buzau,ro ROU,"DF,MF",29,18,13,"1,183",13,0,1,1,0,0,0,3,0,0,0,0,0,0
Ion Gheorghe,SCM-Gloria-Buzau,ro ROU,"MF,FW",25,19,13,982,10,0,2,2,0,0,0,0,0,0,0,0,0,0
Rassambek Akhmatov,SCM-Gloria-Buzau,fr FRA,MF,28,16,12,"1,064",11,0,0,0,0,0,0,2,0,0,0,0,0,0
Israel Puerto,SCM-Gloria-Buzau,es ESP,DF,31,13,11,"1,101",12,0,0,0,0,0,0,4,0,0,0,0,0,0
Alin Dobrosavlevici,SCM-Gloria-Buzau,ro ROU,"DF,MF",30,15,10,985,10,1,0,1,1,0,0,4,0,0,0,0,0,0
Alexandru Greab,SCM-Gloria-Buzau,ro ROU,GK,32,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Dario Čanađija,SCM-Gloria-Buzau,hr CRO,MF,30,15,10,892,9,1,0,1,1,0,0,7,0,0,0,0,0,0
Luca Mihai,SCM-Gloria-Buzau,ro ROU,"MF,FW",21,11,9,768,8,0,0,0,0,0,0,1,0,0,0,0,0,0
Dragan Lovric,SCM-Gloria-Buzau,hr CRO,DF,29,9,8,720,8,0,0,0,0,0,0,3,0,0,0,0,0,0
Kevin Luckassen,SCM-Gloria-Buzau,nl NED,FW,31,7,7,600,6,3,0,3,3,0,0,3,0,0,0,0,0,0
Bradley de Nooijer,SCM-Gloria-Buzau,nl NED,DF,27,8,6,533,5,0,1,1,0,0,0,1,0,0,0,0,0,0
Robert Sălceanu,SCM-Gloria-Buzau,ro ROU,DF,21,6,6,495,5,0,0,0,0,0,0,2,0,0,0,0,0,0
Dragoș Tescan,SCM-Gloria-Buzau,ro ROU,"MF,FW",25,10,5,410,4,1,1,2,1,0,0,1,0,0,0,0,0,0
Dorian Railean,SCM-Gloria-Buzau,md MDA,GK,31,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0
Vlad Prejmerean,SCM-Gloria-Buzau,ro ROU,MF,27,4,4,278,3,0,1,1,0,0,0,1,0,0,0,0,0,0
Tudor Călin,SCM-Gloria-Buzau,ro ROU,MF,24,6,4,272,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Cristian Dumitru,SCM-Gloria-Buzau,ro ROU,MF,23,8,3,328,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Sergiu Pîrvulescu,SCM-Gloria-Buzau,ro ROU,MF,21,14,2,471,5,0,2,2,0,0,0,1,0,0,0,0,0,0
Vitó Ferreira,SCM-Gloria-Buzau,pt POR,MF,27,9,2,318,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Aleksejs Saveljevs,SCM-Gloria-Buzau,lv LVA,MF,26,6,2,206,2,0,1,1,0,0,0,0,0,0,0,0,0,0
Daniel Benzar,SCM-Gloria-Buzau,ro ROU,MF,27,4,2,154,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Dragoș Grigore,SCM-Gloria-Buzau,ro ROU,DF,38,2,2,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandru Stan,SCM-Gloria-Buzau,ro ROU,FW,36,11,1,353,3,1,0,1,1,0,0,1,0,0,0,0,0,0
Cristian Benavente,SCM-Gloria-Buzau,pe PER,MF,30,6,1,232,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Moha Keita,SCM-Gloria-Buzau,sn SEN,MF,25,4,1,181,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Cheick Traoré,SCM-Gloria-Buzau,ml MLI,MF,30,4,1,131,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Darius Grosu,SCM-Gloria-Buzau,ro ROU,MF,22,1,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandru Dandea,SCM-Gloria-Buzau,ro ROU,DF,37,2,1,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cosmin Gladun,SCM-Gloria-Buzau,ro ROU,DF,23,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Mihaiu,SCM-Gloria-Buzau,ro ROU,FW,26,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Lea Siliki,SCM-Gloria-Buzau,cm CMR,"FW,MF",28,2,0,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dragoș Horeboiu,SCM-Gloria-Buzau,ro ROU,GK,22,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
